"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NOR","UNEMP","25_74","PC_LF","M","2020-08",4.1,
"NOR","UNEMP","25_74","PC_LF","M","2020-09",4,
"POL","UNEMP","25_74","PC_LF","M","2019-09",2.6,
"POL","UNEMP","25_74","PC_LF","M","2019-10",2.5,
"POL","UNEMP","25_74","PC_LF","M","2019-11",2.5,
"POL","UNEMP","25_74","PC_LF","M","2019-12",2.5,
"POL","UNEMP","25_74","PC_LF","M","2020-01",2.5,
"POL","UNEMP","25_74","PC_LF","M","2020-02",2.5,
"POL","UNEMP","25_74","PC_LF","M","2020-03",2.5,
"POL","UNEMP","25_74","PC_LF","M","2020-04",2.7,
"POL","UNEMP","25_74","PC_LF","M","2020-05",2.8,
"POL","UNEMP","25_74","PC_LF","M","2020-06",2.9,
"POL","UNEMP","25_74","PC_LF","M","2020-07",2.9,
"POL","UNEMP","25_74","PC_LF","M","2020-08",2.8,
"POL","UNEMP","25_74","PC_LF","M","2020-09",2.8,
"POL","UNEMP","25_74","PC_LF","M","2020-10",2.8,
"PRT","UNEMP","25_74","PC_LF","M","2019-09",5.6,
"PRT","UNEMP","25_74","PC_LF","M","2019-10",5.6,
"PRT","UNEMP","25_74","PC_LF","M","2019-11",5.7,
"PRT","UNEMP","25_74","PC_LF","M","2019-12",5.8,
"PRT","UNEMP","25_74","PC_LF","M","2020-01",5.8,
"PRT","UNEMP","25_74","PC_LF","M","2020-02",5.5,
"PRT","UNEMP","25_74","PC_LF","M","2020-03",5.3,
"PRT","UNEMP","25_74","PC_LF","M","2020-04",5.3,
"PRT","UNEMP","25_74","PC_LF","M","2020-05",4.8,
"PRT","UNEMP","25_74","PC_LF","M","2020-06",6,
"PRT","UNEMP","25_74","PC_LF","M","2020-07",6.7,
"PRT","UNEMP","25_74","PC_LF","M","2020-08",6.8,
"PRT","UNEMP","25_74","PC_LF","M","2020-09",6.8,
"PRT","UNEMP","25_74","PC_LF","M","2020-10",6.4,
"SVK","UNEMP","25_74","PC_LF","M","2019-09",5,
"SVK","UNEMP","25_74","PC_LF","M","2019-10",4.9,
"SVK","UNEMP","25_74","PC_LF","M","2019-11",4.9,
"SVK","UNEMP","25_74","PC_LF","M","2019-12",4.9,
"SVK","UNEMP","25_74","PC_LF","M","2020-01",5.3,
"SVK","UNEMP","25_74","PC_LF","M","2020-02",5.4,
"SVK","UNEMP","25_74","PC_LF","M","2020-03",5.3,
"SVK","UNEMP","25_74","PC_LF","M","2020-04",5.9,
"SVK","UNEMP","25_74","PC_LF","M","2020-05",5.9,
"SVK","UNEMP","25_74","PC_LF","M","2020-06",5.9,
"SVK","UNEMP","25_74","PC_LF","M","2020-07",6,
"SVK","UNEMP","25_74","PC_LF","M","2020-08",6.1,
"SVK","UNEMP","25_74","PC_LF","M","2020-09",6.1,
"SVK","UNEMP","25_74","PC_LF","M","2020-10",6.3,
"ESP","UNEMP","25_74","PC_LF","M","2019-09",12.8,
"ESP","UNEMP","25_74","PC_LF","M","2019-10",12.7,
"ESP","UNEMP","25_74","PC_LF","M","2019-11",12.6,
"ESP","UNEMP","25_74","PC_LF","M","2019-12",12.5,
"ESP","UNEMP","25_74","PC_LF","M","2020-01",12.3,
"ESP","UNEMP","25_74","PC_LF","M","2020-02",12.2,
"ESP","UNEMP","25_74","PC_LF","M","2020-03",13.5,
"ESP","UNEMP","25_74","PC_LF","M","2020-04",13.6,
"ESP","UNEMP","25_74","PC_LF","M","2020-05",14.1,
"ESP","UNEMP","25_74","PC_LF","M","2020-06",14.3,
"ESP","UNEMP","25_74","PC_LF","M","2020-07",15.1,
"ESP","UNEMP","25_74","PC_LF","M","2020-08",14.9,
"ESP","UNEMP","25_74","PC_LF","M","2020-09",14.6,
"ESP","UNEMP","25_74","PC_LF","M","2020-10",14.5,
"SWE","UNEMP","25_74","PC_LF","M","2019-09",4.9,
"SWE","UNEMP","25_74","PC_LF","M","2019-10",5.1,
"SWE","UNEMP","25_74","PC_LF","M","2019-11",5.6,
"SWE","UNEMP","25_74","PC_LF","M","2019-12",5,
"SWE","UNEMP","25_74","PC_LF","M","2020-01",5.6,
"SWE","UNEMP","25_74","PC_LF","M","2020-02",5.9,
"SWE","UNEMP","25_74","PC_LF","M","2020-03",5.3,
"SWE","UNEMP","25_74","PC_LF","M","2020-04",5.8,
"SWE","UNEMP","25_74","PC_LF","M","2020-05",6.3,
"SWE","UNEMP","25_74","PC_LF","M","2020-06",6.8,
"SWE","UNEMP","25_74","PC_LF","M","2020-07",6.8,
"SWE","UNEMP","25_74","PC_LF","M","2020-08",7,
"SWE","UNEMP","25_74","PC_LF","M","2020-09",7.1,
"SWE","UNEMP","25_74","PC_LF","M","2020-10",6.8,
"TUR","UNEMP","25_74","PC_LF","M","2019-09",11.6,
"TUR","UNEMP","25_74","PC_LF","M","2019-10",11.5,
"TUR","UNEMP","25_74","PC_LF","M","2019-11",11.2,
"TUR","UNEMP","25_74","PC_LF","M","2019-12",11.1,
"TUR","UNEMP","25_74","PC_LF","M","2020-01",10.7,
"TUR","UNEMP","25_74","PC_LF","M","2020-02",10.6,
"TUR","UNEMP","25_74","PC_LF","M","2020-03",10.8,
"TUR","UNEMP","25_74","PC_LF","M","2020-04",11.5,
"TUR","UNEMP","25_74","PC_LF","M","2020-05",11.8,
"TUR","UNEMP","25_74","PC_LF","M","2020-06",12.3,
"TUR","UNEMP","25_74","PC_LF","M","2020-07",11.8,
"TUR","UNEMP","25_74","PC_LF","M","2020-08",11.2,
"GBR","UNEMP","25_74","PC_LF","M","2019-09",2.7,
"GBR","UNEMP","25_74","PC_LF","M","2019-10",2.7,
"GBR","UNEMP","25_74","PC_LF","M","2019-11",2.6,
"GBR","UNEMP","25_74","PC_LF","M","2019-12",2.7,
"GBR","UNEMP","25_74","PC_LF","M","2020-01",2.8,
"GBR","UNEMP","25_74","PC_LF","M","2020-02",2.8,
"GBR","UNEMP","25_74","PC_LF","M","2020-03",2.7,
"GBR","UNEMP","25_74","PC_LF","M","2020-04",2.6,
"GBR","UNEMP","25_74","PC_LF","M","2020-05",2.5,
"GBR","UNEMP","25_74","PC_LF","M","2020-06",2.7,
"GBR","UNEMP","25_74","PC_LF","M","2020-07",3.1,
"GBR","UNEMP","25_74","PC_LF","M","2020-08",3.3,
"USA","UNEMP","25_74","PC_LF","M","2019-09",2.83679,
"USA","UNEMP","25_74","PC_LF","M","2019-10",2.921493,
"USA","UNEMP","25_74","PC_LF","M","2019-11",2.874414,
"USA","UNEMP","25_74","PC_LF","M","2019-12",2.817598,
"USA","UNEMP","25_74","PC_LF","M","2020-01",2.891758,
"USA","UNEMP","25_74","PC_LF","M","2020-02",2.896295,
"USA","UNEMP","25_74","PC_LF","M","2020-03",3.524774,
"USA","UNEMP","25_74","PC_LF","M","2020-04",13.04285,
"USA","UNEMP","25_74","PC_LF","M","2020-05",11.59798,
"USA","UNEMP","25_74","PC_LF","M","2020-06",9.773329,
"USA","UNEMP","25_74","PC_LF","M","2020-07",9.065987,
"USA","UNEMP","25_74","PC_LF","M","2020-08",7.544479,
"USA","UNEMP","25_74","PC_LF","M","2020-09",7.028381,
"USA","UNEMP","25_74","PC_LF","M","2020-10",6.162173,
"USA","UNEMP","25_74","PC_LF","M","2020-11",5.971356,
"CHL","UNEMP","25_74","PC_LF","M","2019-09",5.944022,
"CHL","UNEMP","25_74","PC_LF","M","2019-10",5.961439,
"CHL","UNEMP","25_74","PC_LF","M","2019-11",6.330168,
"CHL","UNEMP","25_74","PC_LF","M","2019-12",6.554786,
"CHL","UNEMP","25_74","PC_LF","M","2020-01",6.906827,
"CHL","UNEMP","25_74","PC_LF","M","2020-02",6.948054,
"CHL","UNEMP","25_74","PC_LF","M","2020-03",7.895859,
"CHL","UNEMP","25_74","PC_LF","M","2020-04",9.650344,
"CHL","UNEMP","25_74","PC_LF","M","2020-05",10.50054,
"CHL","UNEMP","25_74","PC_LF","M","2020-06",11.02087,
"CHL","UNEMP","25_74","PC_LF","M","2020-07",11.01964,
"CHL","UNEMP","25_74","PC_LF","M","2020-08",10.75984,
"CHL","UNEMP","25_74","PC_LF","M","2020-09",10.33011,
"COL","UNEMP","25_74","PC_LF","M","2019-09",8.342033,
"COL","UNEMP","25_74","PC_LF","M","2019-10",8.772506,
"COL","UNEMP","25_74","PC_LF","M","2019-11",8.895214,
"COL","UNEMP","25_74","PC_LF","M","2019-12",8.433474,
"COL","UNEMP","25_74","PC_LF","M","2020-01",8.322037,
"COL","UNEMP","25_74","PC_LF","M","2020-02",8.7264,
"COL","UNEMP","25_74","PC_LF","M","2020-03",10.17811,
"COL","UNEMP","25_74","PC_LF","M","2020-04",18.06765,
"COL","UNEMP","25_74","PC_LF","M","2020-05",18.76443,
"COL","UNEMP","25_74","PC_LF","M","2020-06",18.30777,
"COL","UNEMP","25_74","PC_LF","M","2020-07",17.27326,
"COL","UNEMP","25_74","PC_LF","M","2020-08",14.849,
"COL","UNEMP","25_74","PC_LF","M","2020-09",14.56115,
"COL","UNEMP","25_74","PC_LF","M","2020-10",14.02245,
"EST","UNEMP","25_74","PC_LF","M","2019-09",3.9,
"EST","UNEMP","25_74","PC_LF","M","2019-10",3.8,
"EST","UNEMP","25_74","PC_LF","M","2019-11",3.9,
"EST","UNEMP","25_74","PC_LF","M","2019-12",4,
"EST","UNEMP","25_74","PC_LF","M","2020-01",4.4,
"EST","UNEMP","25_74","PC_LF","M","2020-02",4.3,
"EST","UNEMP","25_74","PC_LF","M","2020-03",4.4,
"EST","UNEMP","25_74","PC_LF","M","2020-04",5.5,
"EST","UNEMP","25_74","PC_LF","M","2020-05",6.1,
"EST","UNEMP","25_74","PC_LF","M","2020-06",6.7,
"EST","UNEMP","25_74","PC_LF","M","2020-07",6.4,
"EST","UNEMP","25_74","PC_LF","M","2020-08",6.9,
"EST","UNEMP","25_74","PC_LF","M","2020-09",7.1,
"ISR","UNEMP","25_74","PC_LF","M","2019-09",3.18928,"E"
"ISR","UNEMP","25_74","PC_LF","M","2019-10",3.129215,"E"
"ISR","UNEMP","25_74","PC_LF","M","2019-11",3.45447,"E"
"ISR","UNEMP","25_74","PC_LF","M","2019-12",3.188607,"E"
"ISR","UNEMP","25_74","PC_LF","M","2020-01",3.240957,"E"
"ISR","UNEMP","25_74","PC_LF","M","2020-02",3.11644,"E"
"ISR","UNEMP","25_74","PC_LF","M","2020-03",2.888039,"E"
"ISR","UNEMP","25_74","PC_LF","M","2020-04",2.79158,"E"
"ISR","UNEMP","25_74","PC_LF","M","2020-05",3.208521,"E"
"ISR","UNEMP","25_74","PC_LF","M","2020-06",3.880636,"E"
"ISR","UNEMP","25_74","PC_LF","M","2020-07",4.204256,"E"
"ISR","UNEMP","25_74","PC_LF","M","2020-08",4.403827,"E"
"ISR","UNEMP","25_74","PC_LF","M","2020-09",4.084601,"E"
"ISR","UNEMP","25_74","PC_LF","M","2020-10",4.148299,"E"
"LVA","UNEMP","25_74","PC_LF","M","2019-09",5.7,
"LVA","UNEMP","25_74","PC_LF","M","2019-10",5.5,
"LVA","UNEMP","25_74","PC_LF","M","2019-11",5.6,
"LVA","UNEMP","25_74","PC_LF","M","2019-12",6.2,
"LVA","UNEMP","25_74","PC_LF","M","2020-01",6.6,
"LVA","UNEMP","25_74","PC_LF","M","2020-02",6.6,
"LVA","UNEMP","25_74","PC_LF","M","2020-03",6.8,
"LVA","UNEMP","25_74","PC_LF","M","2020-04",7.6,
"LVA","UNEMP","25_74","PC_LF","M","2020-05",8,
"LVA","UNEMP","25_74","PC_LF","M","2020-06",8.2,
"LVA","UNEMP","25_74","PC_LF","M","2020-07",8.4,
"LVA","UNEMP","25_74","PC_LF","M","2020-08",8.2,
"LVA","UNEMP","25_74","PC_LF","M","2020-09",7.9,
"LVA","UNEMP","25_74","PC_LF","M","2020-10",7.7,
"LTU","UNEMP","25_74","PC_LF","M","2019-09",6.2,
"LTU","UNEMP","25_74","PC_LF","M","2019-10",5.8,
"LTU","UNEMP","25_74","PC_LF","M","2019-11",5.9,
"LTU","UNEMP","25_74","PC_LF","M","2019-12",5.8,
"LTU","UNEMP","25_74","PC_LF","M","2020-01",5.4,
"LTU","UNEMP","25_74","PC_LF","M","2020-02",5.5,
"LTU","UNEMP","25_74","PC_LF","M","2020-03",5.8,
"LTU","UNEMP","25_74","PC_LF","M","2020-04",7,
"LTU","UNEMP","25_74","PC_LF","M","2020-05",7.6,
"LTU","UNEMP","25_74","PC_LF","M","2020-06",7.8,
"LTU","UNEMP","25_74","PC_LF","M","2020-07",8.7,
"LTU","UNEMP","25_74","PC_LF","M","2020-08",9.2,
"LTU","UNEMP","25_74","PC_LF","M","2020-09",9.5,
"LTU","UNEMP","25_74","PC_LF","M","2020-10",9.2,
"SVN","UNEMP","25_74","PC_LF","M","2019-09",4.5,
"SVN","UNEMP","25_74","PC_LF","M","2019-10",4.1,
"SVN","UNEMP","25_74","PC_LF","M","2019-11",3.8,
"SVN","UNEMP","25_74","PC_LF","M","2019-12",3.5,
"SVN","UNEMP","25_74","PC_LF","M","2020-01",3.7,
"SVN","UNEMP","25_74","PC_LF","M","2020-02",3.7,
"SVN","UNEMP","25_74","PC_LF","M","2020-03",4,
"SVN","UNEMP","25_74","PC_LF","M","2020-04",4.7,
"SVN","UNEMP","25_74","PC_LF","M","2020-05",4.8,
"SVN","UNEMP","25_74","PC_LF","M","2020-06",4.7,
"SVN","UNEMP","25_74","PC_LF","M","2020-07",4.3,
"SVN","UNEMP","25_74","PC_LF","M","2020-08",4.2,
"SVN","UNEMP","25_74","PC_LF","M","2020-09",4.2,
"SVN","UNEMP","25_74","PC_LF","M","2020-10",4.3,
"EU28","UNEMP","25_74","PC_LF","M","2019-09",5.5,
"EU28","UNEMP","25_74","PC_LF","M","2019-10",5.4,
"EU28","UNEMP","25_74","PC_LF","M","2019-11",5.4,
"EU28","UNEMP","25_74","PC_LF","M","2019-12",5.4,
"EU28","UNEMP","25_74","PC_LF","M","2020-01",5.4,
"OECD","UNEMP","25_74","PC_LF","M","2019-09",4.46498,"E"
"OECD","UNEMP","25_74","PC_LF","M","2019-10",4.474254,"E"
"OECD","UNEMP","25_74","PC_LF","M","2019-11",4.478303,"E"
"OECD","UNEMP","25_74","PC_LF","M","2019-12",4.40767,"E"
"OECD","UNEMP","25_74","PC_LF","M","2020-01",4.442442,"E"
"OECD","UNEMP","25_74","PC_LF","M","2020-02",4.420786,"E"
"OECD","UNEMP","25_74","PC_LF","M","2020-03",4.757134,"E"
"OECD","UNEMP","25_74","PC_LF","M","2020-04",7.586344,"E"
"OECD","UNEMP","25_74","PC_LF","M","2020-05",7.473133,"E"
"OECD","UNEMP","25_74","PC_LF","M","2020-06",7.129655,"E"
"OECD","UNEMP","25_74","PC_LF","M","2020-07",7.011396,"E"
"OECD","UNEMP","25_74","PC_LF","M","2020-08",6.480058,"E"
"OECD","UNEMP","25_74","PC_LF","M","2020-09",6.31784,"E"
"OECD","UNEMP","25_74","PC_LF","M","2020-10",6.074883,"E"
"G-7","UNEMP","25_74","PC_LF","M","2019-09",3.51676,"E"
"G-7","UNEMP","25_74","PC_LF","M","2019-10",3.538857,"E"
"G-7","UNEMP","25_74","PC_LF","M","2019-11",3.522726,"E"
"G-7","UNEMP","25_74","PC_LF","M","2019-12",3.503592,"E"
"G-7","UNEMP","25_74","PC_LF","M","2020-01",3.534964,"E"
"G-7","UNEMP","25_74","PC_LF","M","2020-02",3.548113,"E"
"G-7","UNEMP","25_74","PC_LF","M","2020-03",3.962704,"E"
"G-7","UNEMP","25_74","PC_LF","M","2020-04",7.975128,"E"
"G-7","UNEMP","25_74","PC_LF","M","2020-05",7.486066,"E"
"G-7","UNEMP","25_74","PC_LF","M","2020-06",6.699681,"E"
"G-7","UNEMP","25_74","PC_LF","M","2020-07",6.562689,"E"
"G-7","UNEMP","25_74","PC_LF","M","2020-08",5.951153,"E"
"G-7","UNEMP","25_74","PC_LF","M","2020-09",5.698036,"E"
"G-7","UNEMP","25_74","PC_LF","M","2020-10",5.331317,"E"
"EA19","UNEMP","25_74","PC_LF","M","2019-09",6.7,
"EA19","UNEMP","25_74","PC_LF","M","2019-10",6.6,
"EA19","UNEMP","25_74","PC_LF","M","2019-11",6.6,
"EA19","UNEMP","25_74","PC_LF","M","2019-12",6.6,
"EA19","UNEMP","25_74","PC_LF","M","2020-01",6.5,
"EA19","UNEMP","25_74","PC_LF","M","2020-02",6.4,
"EA19","UNEMP","25_74","PC_LF","M","2020-03",6.6,
"EA19","UNEMP","25_74","PC_LF","M","2020-04",6.4,
"EA19","UNEMP","25_74","PC_LF","M","2020-05",6.8,
"EA19","UNEMP","25_74","PC_LF","M","2020-06",7,
"EA19","UNEMP","25_74","PC_LF","M","2020-07",7.7,
"EA19","UNEMP","25_74","PC_LF","M","2020-08",7.6,
"EA19","UNEMP","25_74","PC_LF","M","2020-09",7.6,
"EA19","UNEMP","25_74","PC_LF","M","2020-10",7.5,
"EU27_2020","UNEMP","25_74","PC_LF","M","2019-09",5.8,
"EU27_2020","UNEMP","25_74","PC_LF","M","2019-10",5.8,
"EU27_2020","UNEMP","25_74","PC_LF","M","2019-11",5.8,
"EU27_2020","UNEMP","25_74","PC_LF","M","2019-12",5.8,
"EU27_2020","UNEMP","25_74","PC_LF","M","2020-01",5.7,
"EU27_2020","UNEMP","25_74","PC_LF","M","2020-02",5.7,
"EU27_2020","UNEMP","25_74","PC_LF","M","2020-03",5.9,
"EU27_2020","UNEMP","25_74","PC_LF","M","2020-04",5.7,
"EU27_2020","UNEMP","25_74","PC_LF","M","2020-05",6.1,
"EU27_2020","UNEMP","25_74","PC_LF","M","2020-06",6.3,
"EU27_2020","UNEMP","25_74","PC_LF","M","2020-07",6.9,
"EU27_2020","UNEMP","25_74","PC_LF","M","2020-08",6.8,
"EU27_2020","UNEMP","25_74","PC_LF","M","2020-09",6.8,
"EU27_2020","UNEMP","25_74","PC_LF","M","2020-10",6.7,
